,cleave,0,1,2,3,4,5,6,7
681,-1,9,12,10,14,4,1,4,4
682,-1,15,5,10,4,14,14,12,9
683,-1,15,4,4,1,4,12,17,10
684,-1,6,18,15,10,10,14,3,16
685,-1,15,3,12,10,1,4,3,8
686,-1,10,6,3,10,20,4,4,4
687,-1,4,1,1,12,15,12,12,3
688,-1,8,3,9,18,15,5,10,4
689,-1,4,16,17,4,20,15,15,14
690,-1,16,18,16,16,16,16,20,15
691,-1,8,6,15,10,14,3,4,8
692,-1,16,10,14,4,4,8,1,5
693,-1,10,16,4,1,1,12,15,12
694,-1,10,12,3,15,5,1,12,20
695,-1,15,4,17,12,10,3,16,10
696,-1,10,10,14,3,16,18,3,5
697,-1,15,10,6,3,10,20,4,4
698,-1,15,13,16,16,16,15,16,20
699,-1,10,18,3,17,7,16,9,15
700,-1,14,10,17,12,3,9,1,15
701,-1,3,1,10,9,6,17,12,4
702,-1,9,8,10,10,1,4,10,4
703,-1,7,10,15,4,20,14,3,10
704,-1,10,9,6,17,12,4,16,10
705,-1,15,8,16,10,13,10,13,12
706,-1,13,6,18,15,10,10,14,3
707,-1,3,16,10,13,10,18,3,17
708,-1,6,4,4,16,15,8,16,10
709,-1,18,3,5,16,10,1,3,1
710,-1,6,9,16,15,10,6,3,10
711,-1,16,15,10,6,3,10,20,4
712,-1,13,3,10,17,1,1,10,15
713,-1,8,14,4,10,14,1,14,8
714,-1,8,3,18,3,18,16,9,13
715,-1,14,4,10,12,3,15,5,1
716,-1,17,12,4,16,10,4,15,14
717,-1,9,12,17,15,17,12,4,9
718,-1,6,13,6,17,1,16,15,13
719,-1,6,6,13,6,17,1,16,15
720,-1,15,17,12,4,9,18,4,10
721,-1,10,14,4,1,4,4,19,20
722,-1,4,3,8,11,15,10,15,4
723,-1,12,20,8,3,9,18,15,5
724,-1,1,18,4,1,1,12,20,14
725,-1,12,3,1,10,15,14,1,9
726,-1,5,16,10,1,3,1,8,12
727,-1,3,10,16,4,1,1,12,15
728,-1,20,16,10,6,16,1,10,15
729,-1,14,16,10,17,2,4,18,3
730,-1,17,15,16,16,1,18,15,10
731,-1,14,11,15,4,11,4,4,12
732,-1,5,15,14,3,18,3,12,1
733,-1,15,16,16,1,18,15,10,15
734,-1,16,5,15,14,3,18,3,12
735,-1,12,5,1,18,4,1,1,12
736,-1,16,14,7,7,3,3,10,4
737,-1,4,11,10,14,15,4,4,1
738,-1,9,16,15,10,6,3,10,20
739,-1,12,17,10,14,16,5,15,14
740,-1,12,4,17,16,14,7,7,3
741,-1,16,10,6,16,1,10,15,13
742,-1,11,1,15,7,10,15,4,20
743,-1,4,4,4,11,15,4,10,15
744,-1,5,1,3,10,16,4,1,1
745,-1,15,15,14,18,14,16,10,17
746,-1,12,9,8,10,10,1,4,10
747,-1,16,17,4,20,15,15,14,18
748,-1,4,15,3,12,10,1,4,3
749,-1,10,4,14,10,9,6,14,6
750,-1,16,15,16,20,18,17,17,16
751,-1,18,4,17,15,3,6,14,18
752,-1,1,10,3,8,4,8,1,17
753,-1,7,16,9,15,17,5,10,8
754,-1,18,15,14,14,20,4,16,18
755,-1,1,4,10,4,14,10,9,6
756,-1,8,12,4,17,16,14,7,7
757,-1,10,15,16,16,18,13,6,18
758,-1,11,5,6,6,13,6,17,1
759,-1,1,4,12,17,10,14,16,5
760,-1,4,15,9,18,4,16,10,14
761,-1,1,4,3,8,11,15,10,15
762,-1,18,16,9,13,3,10,17,1
763,-1,1,16,16,13,6,6,18,20
764,-1,1,10,9,6,17,12,4,16
765,-1,15,3,6,14,18,8,12,4
766,-1,4,4,11,15,4,10,15,15
767,-1,4,16,10,14,4,4,8,1
768,-1,4,10,14,4,10,12,3,15
769,-1,1,17,15,16,16,1,18,15
770,-1,8,16,10,13,10,13,12,5
771,-1,10,14,4,4,11,10,14,15
772,-1,14,4,10,14,1,14,8,14
773,-1,20,4,16,18,1,1,9,12
774,-1,14,4,4,11,10,14,15,4
775,-1,15,3,18,15,14,14,20,4
776,-1,10,15,3,18,15,14,14,20
777,-1,12,3,15,5,1,12,20,8
778,-1,10,14,1,14,8,14,4,14
779,-1,4,1,4,12,17,10,14,16
780,-1,10,15,4,20,14,3,10,10
781,-1,9,6,14,6,9,16,15,10
782,-1,1,12,15,12,12,3,1,10
783,-1,10,1,15,10,3,10,4,15
784,-1,14,3,18,3,12,1,16,10
785,-1,4,4,1,4,12,17,10,14
786,-1,15,16,18,16,16,16,16,20
787,-1,1,9,14,4,16,17,4,20
788,-1,9,9,10,7,4,4,4,8
789,-1,15,4,9,10,14,4,4,11
790,-1,1,15,7,10,15,4,20,14
791,-1,10,14,3,16,18,3,5,16
792,-1,10,7,4,4,4,8,14,4
793,-1,18,4,10,14,4,10,12,3
794,-1,14,3,4,8,14,12,11,9
795,-1,14,16,5,15,14,3,18,3
796,-1,17,4,20,15,15,14,18,14
797,-1,4,1,1,12,20,14,3,17
798,-1,4,4,12,5,1,18,4,1
799,-1,18,14,16,10,17,2,4,18
800,-1,8,1,5,10,9,9,10,7
801,-1,15,10,15,4,9,10,14,4
802,-1,4,14,10,9,6,14,6,9
803,-1,9,1,15,18,4,18,4,15
804,-1,10,4,15,14,11,15,4,11
805,-1,17,2,4,18,3,1,10,9
806,-1,14,14,12,9,8,10,10,1
807,-1,14,4,16,17,4,20,15,15
808,-1,15,4,20,14,3,10,10,12
809,-1,14,3,10,10,12,18,9,11
810,-1,15,13,16,17,16,15,16,10
811,-1,4,15,14,11,15,4,11,4
812,-1,9,10,10,4,6,4,4,16
813,-1,4,9,10,14,4,4,11,10
814,-1,14,8,3,18,3,18,16,9
815,-1,9,6,17,12,4,16,10,4
816,-1,19,20,9,16,9,5,1,3
817,-1,5,10,4,14,14,12,9,8
818,-1,4,8,14,12,11,9,4,4
819,-1,10,13,10,13,12,5,16,16
820,-1,14,4,1,4,4,19,20,9
821,-1,9,10,14,4,4,11,10,14
822,-1,1,15,18,4,18,4,15,3
823,-1,6,16,1,10,15,13,16,17
824,-1,3,5,16,10,1,3,1,8
825,-1,14,12,9,8,10,10,1,4
826,-1,16,10,13,10,13,12,5,16
827,-1,18,3,12,1,16,10,1,15
828,-1,5,9,12,17,15,17,12,4
829,-1,18,15,10,15,16,16,18,13
830,-1,15,14,11,15,4,11,4,4
831,-1,20,14,3,17,8,6,15,10
832,-1,16,16,16,15,16,20,18,17
833,-1,10,15,15,14,18,3,14,10
834,-1,1,4,4,19,20,9,16,9
835,-1,3,9,1,15,18,4,18,4
836,-1,14,18,8,12,4,17,16,14
837,-1,11,4,4,12,5,1,18,4
838,-1,4,17,12,10,3,16,10,13
839,-1,4,8,1,5,10,9,9,10
840,-1,10,14,4,10,12,3,15,5
841,-1,16,10,17,2,4,18,3,1
842,-1,17,1,16,15,13,16,16,16
843,-1,17,15,17,20,16,10,6,16
844,-1,1,15,10,3,10,4,15,9
845,-1,16,10,4,15,14,11,15,4
846,-1,13,16,16,16,15,16,20,18
847,-1,4,18,3,1,10,9,6,17
848,-1,6,3,10,20,4,4,4,11
849,-1,4,10,12,3,15,5,1,12
850,-1,14,6,9,16,15,10,6,3
851,-1,9,10,7,4,4,4,8,14
852,-1,10,17,12,3,9,1,15,18
853,-1,18,3,18,16,9,13,3,10
854,-1,1,1,9,12,10,14,4,1
855,-1,9,4,4,11,1,15,7,10
856,-1,15,15,11,5,6,6,13,6
857,-1,3,6,14,18,8,12,4,17
858,-1,10,13,12,5,16,16,10,12
859,-1,10,17,2,4,18,3,1,10
860,-1,20,4,4,4,11,15,4,10
861,-1,6,15,10,14,3,4,8,14
862,-1,4,4,16,15,8,16,10,13
863,-1,20,18,17,17,16,17,15,17
864,-1,4,11,1,15,7,10,15,4
865,-1,3,10,17,1,1,10,15,3
866,-1,12,11,9,4,4,11,1,15
867,-1,14,15,4,4,1,4,12,17
868,-1,14,3,17,8,6,15,10,14
869,-1,6,14,18,8,12,4,17,16
870,-1,11,9,4,4,11,1,15,7
871,-1,17,15,3,6,14,18,8,12
872,-1,15,12,12,3,1,10,15,14
873,-1,15,10,3,10,4,15,9,18
874,-1,9,13,3,10,17,1,1,10
875,-1,10,10,4,6,4,4,16,15
876,-1,4,16,10,4,15,14,11,15
877,-1,7,18,14,8,3,18,3,18
878,-1,16,17,15,17,20,16,10,6
879,-1,4,19,20,9,16,9,5,1
880,-1,9,18,4,10,14,4,10,12
881,-1,4,4,8,1,5,10,9,9
882,-1,16,10,13,10,18,3,17,7
883,-1,17,8,6,15,10,14,3,4
884,-1,1,5,10,9,9,10,7,4
885,-1,3,15,5,1,12,20,8,3
886,-1,16,18,1,1,9,12,10,14
887,-1,10,3,8,4,8,1,17,20
888,-1,1,9,12,10,14,4,1,4
889,-1,18,4,1,1,12,20,14,3
890,-1,10,14,16,5,15,14,3,18
891,-1,4,20,15,15,14,18,14,16
892,-1,12,4,9,18,4,10,14,4
893,-1,14,7,18,14,8,3,18,3
894,-1,4,18,4,15,3,12,10,1
895,-1,12,17,15,17,12,4,9,18
896,-1,15,5,1,12,20,8,3,9
897,-1,17,17,16,17,15,17,20,16
898,-1,18,9,11,1,10,3,8,4
899,-1,17,20,15,9,10,10,4,6
900,-1,3,16,18,3,5,16,10,1
901,-1,4,11,4,4,12,5,1,18
902,-1,4,17,16,14,7,7,3,3
903,-1,14,3,16,18,3,5,16,10
904,-1,10,8,9,17,18,4,17,15
905,-1,16,17,15,16,18,16,16,16
906,-1,16,9,5,1,3,10,16,4
907,-1,4,8,1,17,20,15,9,10
908,-1,12,18,9,11,1,10,3,8
909,-1,4,16,15,8,16,10,13,10
910,-1,18,4,15,3,12,10,1,4
911,-1,5,6,6,13,6,17,1,16
912,-1,16,4,1,1,12,15,12,12
913,-1,8,14,4,14,7,18,14,8
914,-1,11,1,10,3,8,4,8,1
915,-1,20,15,9,10,10,4,6,4
916,-1,1,16,15,13,16,16,16,15
917,-1,4,5,9,12,17,15,17,12
918,-1,17,12,3,9,1,15,18,4
919,-1,10,20,4,4,4,11,15,4
920,-1,13,10,13,12,5,16,16,10
921,-1,4,9,18,4,10,14,4,10
922,-1,12,15,12,12,3,1,10,15
923,-1,15,7,10,15,4,20,14,3
924,-1,10,10,1,4,10,4,14,10
925,-1,8,10,10,1,4,10,4,14
926,-1,16,1,18,15,10,15,16,16
927,-1,14,4,14,7,18,14,8,3
928,-1,16,18,3,5,16,10,1,3
929,-1,8,4,8,1,17,20,15,9
930,-1,4,8,14,4,10,14,1,14
931,-1,16,10,1,15,10,3,10,4
932,-1,8,9,17,18,4,17,15,3
933,-1,16,16,15,16,20,18,17,17
934,-1,5,1,12,20,8,3,9,18
935,-1,6,17,1,16,15,13,16,16
936,-1,10,3,16,10,13,10,18,3
937,-1,10,15,4,9,10,14,4,4
938,-1,16,15,8,16,10,13,10,13
939,-1,3,10,10,12,18,9,11,1
940,-1,3,12,10,1,4,3,8,11
941,-1,18,4,16,10,14,4,4,8
942,-1,16,1,10,15,13,16,17,16
943,-1,10,12,18,9,11,1,10,3
944,-1,4,4,11,10,14,15,4,4
945,-1,3,1,10,15,14,1,9,14
946,-1,14,12,11,9,4,4,11,1
947,-1,10,15,14,1,9,14,4,16
948,-1,17,4,5,9,12,17,15,17
949,-1,3,18,3,18,16,9,13,3
950,-1,13,10,18,3,17,7,16,9
951,-1,4,20,14,3,10,10,12,18
952,-1,20,9,16,9,5,1,3,10
953,-1,3,18,16,9,13,3,10,17
954,-1,2,4,18,3,1,10,9,6
955,-1,18,8,12,4,17,16,14,7
956,-1,1,12,20,14,3,17,8,6
957,-1,14,20,4,16,18,1,1,9
958,-1,15,14,3,18,3,12,1,16
959,-1,16,20,18,17,17,16,17,15
960,-1,15,14,14,20,4,16,18,1
961,-1,3,10,20,4,4,4,11,15
962,-1,3,12,1,16,10,1,15,10
963,-1,13,6,17,1,16,15,13,16
964,-1,20,14,3,10,10,12,18,9
965,-1,10,9,6,14,6,9,16,15
966,-1,5,1,18,4,1,1,12,20
967,-1,18,14,8,3,18,3,18,16
968,-1,20,1,16,16,13,6,6,18
969,-1,15,16,16,18,13,6,18,15
970,-1,15,9,10,10,4,6,4,4
971,-1,15,11,5,6,6,13,6,17
972,-1,15,4,11,4,4,12,5,1
973,-1,13,12,5,16,16,10,12,10
974,-1,17,1,1,10,15,3,18,15
975,-1,9,5,1,3,10,16,4,1
976,-1,15,14,18,14,16,10,17,2
977,-1,18,15,10,10,14,3,16,18
978,-1,6,17,12,4,16,10,4,15
979,-1,14,4,4,8,1,5,10,9
980,-1,20,15,15,14,18,14,16,10
981,-1,1,16,10,1,15,10,3,10
982,-1,1,10,15,3,18,15,14,14
983,-1,20,15,15,11,5,6,6,13
984,-1,15,9,18,4,16,10,14,4
985,-1,17,5,10,8,9,17,18,4
986,-1,17,15,16,18,16,16,16,16
987,-1,4,4,11,1,15,7,10,15
988,-1,18,3,1,10,9,6,17,12
989,-1,3,18,15,14,14,20,4,16
990,-1,10,3,10,4,15,9,18,4
991,-1,8,1,17,20,15,9,10,10
992,-1,10,4,15,9,18,4,16,10
993,-1,1,12,20,8,3,9,18,15
994,-1,14,14,20,4,16,18,1,1
995,-1,10,6,16,1,10,15,13,16
996,-1,6,14,6,9,16,15,10,6
997,-1,9,16,9,5,1,3,10,16
998,-1,18,15,5,10,4,14,14,12
999,-1,8,14,12,11,9,4,4,11
1000,-1,4,14,14,12,9,8,10,10
1001,-1,18,17,17,16,17,15,17,20
1002,-1,1,14,8,14,4,14,7,18
1003,-1,16,16,1,18,15,10,15,16
1004,-1,11,10,14,15,4,4,1,4
1005,-1,18,13,6,18,15,10,10,14
1006,-1,17,16,14,7,7,3,3,10
1007,-1,17,12,10,3,16,10,13,10
1008,-1,15,15,14,18,3,14,10,17
1009,-1,10,4,14,14,12,9,8,10
1010,-1,15,16,20,18,17,17,16,17
1011,-1,12,10,1,4,3,8,11,15
1012,-1,4,10,4,14,10,9,6,14
1013,-1,17,12,4,9,18,4,10,14
1014,-1,3,14,10,17,12,3,9,1
1015,-1,1,10,15,13,16,17,16,15
1016,-1,12,3,9,1,15,18,4,18
1017,-1,3,8,11,15,10,15,4,9
1018,-1,16,16,20,15,15,11,5,6
1019,-1,4,1,4,4,19,20,9,16
1020,-1,3,17,7,16,9,15,17,5
1021,-1,12,20,14,3,17,8,6,15
1022,-1,10,14,3,4,8,14,12,11
1023,-1,12,1,16,10,1,15,10,3
1024,-1,10,1,4,10,4,14,10,9
1025,-1,9,11,1,10,3,8,4,8
1026,-1,14,8,14,4,14,7,18,14
1027,-1,17,10,14,16,5,15,14,3
1028,-1,4,4,19,20,9,16,9,5
1029,-1,4,4,8,14,4,10,14,1
1030,-1,14,1,9,14,4,16,17,4
1031,-1,3,18,3,12,1,16,10,1
1032,-1,17,20,16,10,6,16,1,10
1033,-1,16,16,18,13,6,18,15,10
1034,-1,4,10,15,15,14,18,3,14
1035,-1,10,4,6,4,4,16,15,8
1036,-1,18,16,16,16,16,20,15,15
1037,-1,12,10,14,4,1,4,4,19
1038,-1,14,18,14,16,10,17,2,4
1039,-1,9,18,4,16,10,14,4,4
1040,-1,5,10,8,9,17,18,4,17
1041,-1,4,16,18,1,1,9,12,10
1042,-1,14,10,9,6,14,6,9,16
1043,-1,10,10,12,18,9,11,1,10
1044,-1,10,14,4,4,8,1,5,10
1045,-1,4,14,7,18,14,8,3,18
1046,-1,15,10,15,16,16,18,13,6
1047,-1,4,17,15,3,6,14,18,8
1048,-1,16,15,13,16,16,16,15,16
1049,-1,15,10,14,3,4,8,14,12
1050,-1,4,6,4,4,16,15,8,16
1051,-1,12,4,16,10,4,15,14,11
1052,-1,10,14,15,4,4,1,4,12
1053,-1,16,18,13,6,18,15,10,10
1054,-1,4,12,17,10,14,16,5,15
1055,-1,15,18,4,18,4,15,3,12
1056,-1,5,10,9,9,10,7,4,4
1057,-1,4,10,14,1,14,8,14,4
1058,-1,4,4,4,8,14,4,10,14
1059,-1,1,18,15,10,15,16,16,18
1060,-1,11,15,4,10,15,15,14,18
1061,-1,9,17,18,4,17,15,3,6
1062,-1,17,18,4,17,15,3,6,14
1063,-1,10,13,10,18,3,17,7,16
1064,-1,18,4,18,4,15,3,12,10
1065,-1,12,12,3,1,10,15,14,1
1066,-1,11,16,17,15,16,18,16,16
1067,-1,10,1,4,3,8,11,15,10
1068,-1,18,1,1,9,12,10,14,4
1069,-1,14,1,14,8,14,4,14,7
1070,-1,1,1,10,15,3,18,15,14
1071,-1,15,17,20,16,10,6,16,1
1072,-1,1,1,12,20,14,3,17,8
1073,-1,11,15,10,15,4,9,10,14
1074,-1,3,9,18,15,5,10,4,14
1075,-1,20,8,3,9,18,15,5,10
1076,-1,1,17,20,15,9,10,10,4
1077,-1,16,16,16,20,15,15,11,5
1078,-1,10,17,1,1,10,15,3,18
1079,-1,1,10,15,14,1,9,14,4
1080,-1,10,15,13,16,17,16,15,16
1081,-1,9,15,17,5,10,8,9,17
1082,-1,1,1,12,15,12,12,3,1
1083,-1,15,14,18,3,14,10,17,12
1084,-1,15,10,10,14,3,16,18,3
1085,-1,9,18,15,5,10,4,14,14
1086,-1,3,8,4,8,1,17,20,15
1087,-1,11,15,4,11,4,4,12,5
1088,-1,4,11,15,4,10,15,15,14
1089,-1,16,9,13,3,10,17,1,1
1090,-1,1,3,10,16,4,1,1,12
1091,-1,17,15,17,12,4,9,18,4
1092,-1,8,11,15,10,15,4,9,10
1093,-1,15,4,10,15,15,14,18,3
1094,-1,9,14,4,16,17,4,20,15
1095,-1,3,10,4,15,9,18,4,16
1096,-1,14,18,3,14,10,17,12,3
1097,-1,16,16,16,16,20,15,15,11
1098,-1,3,4,8,14,12,11,9,4
1099,-1,18,3,14,10,17,12,3,9
1100,-1,15,17,5,10,8,9,17,18
1101,-1,17,16,17,15,17,20,16,10
1102,-1,15,14,1,9,14,4,16,17
1103,-1,18,3,17,7,16,9,15,17
1104,-1,12,10,3,16,10,13,10,18
1105,-1,4,12,5,1,18,4,1,1
1106,-1,17,4,16,8,18,8,19,6
1107,-1,10,15,6,17,9,1,10,17
1108,-1,7,6,20,14,10,4,9,4
1109,-1,19,13,10,17,4,4,9,8
1110,-1,1,8,9,9,9,3,16,17
1111,-1,8,16,13,8,4,17,18,13
1112,-1,16,3,10,4,8,6,14,7
1113,-1,13,20,12,17,13,18,5,1
1114,-1,1,8,5,14,16,16,11,17
1115,-1,16,18,13,10,3,4,3,5
1116,-1,4,9,4,6,9,8,16,9
1117,-1,9,3,16,19,17,18,12,3
1118,-1,12,4,17,13,6,8,15,20
1119,-1,19,9,6,16,13,1,8,5
1120,-1,6,17,9,1,10,17,4,18
1121,-1,19,19,17,4,20,19,14,1
1122,-1,10,1,10,14,3,16,6,10
1123,-1,20,1,15,11,15,6,1,7
1124,-1,20,11,3,3,10,20,18,6
1125,-1,8,1,4,8,14,9,14,6
1126,-1,3,3,10,20,18,6,16,3
1127,-1,6,8,9,18,15,14,10,2
1128,-1,19,4,17,19,19,17,4,20
1129,-1,3,16,14,20,1,10,6,8
1130,-1,13,10,3,4,3,5,15,9
1131,-1,10,12,9,15,17,14,3,5
1132,-1,17,9,1,10,17,4,18,8
1133,-1,9,8,9,1,10,18,4,8
1134,-1,15,20,14,20,12,18,10,13
1135,-1,9,9,9,3,16,17,9,19
1136,-1,6,8,13,7,13,1,6,10
1137,-1,7,3,7,13,5,7,6,20
1138,-1,17,3,16,14,20,1,10,6
1139,-1,16,4,10,18,12,14,8,8
1140,-1,1,6,20,18,17,12,9,6
1141,-1,18,10,13,14,6,19,9,6
1142,-1,9,13,6,11,3,6,13,9
1143,-1,4,13,5,9,12,10,9,17
1144,-1,14,6,14,19,17,20,14,8
1145,-1,9,10,9,13,6,11,3,6
1146,-1,9,19,15,9,10,18,3,5
1147,-1,20,18,17,12,9,6,15,14
1148,-1,14,3,16,6,10,4,18,12
1149,-1,20,14,4,13,5,9,12,10
1150,-1,15,17,9,8,4,4,10,15
1151,-1,8,18,10,13,4,9,3,16
1152,-1,16,14,20,1,10,6,8,8
1153,-1,20,17,1,5,17,8,13,16
1154,-1,17,18,14,13,8,18,10,13
1155,-1,6,1,7,17,12,3,18,9
1156,-1,4,17,13,6,8,15,20,14
1157,-1,6,8,8,14,1,14,13,3
1158,-1,1,4,8,14,9,14,6,14
1159,-1,17,19,19,17,4,20,19,14
1160,-1,8,14,9,4,17,19,4,17
1161,-1,16,14,8,20,13,6,8,9
1162,-1,14,8,8,4,14,10,8,9
1163,-1,14,12,13,3,8,18,8,20
1164,-1,14,20,11,3,3,10,20,18
1165,-1,17,17,13,3,9,9,7,14
1166,-1,17,18,10,3,18,6,3,1
1167,-1,3,18,9,14,10,17,4,1
1168,-1,6,14,19,17,20,14,8,20
1169,-1,8,4,4,10,15,14,7,10
1170,-1,4,17,18,13,18,9,10,9
1171,-1,15,14,9,18,18,13,10,17
1172,-1,9,19,17,18,14,13,8,18
1173,-1,13,4,19,4,5,18,12,17
1174,-1,9,17,4,10,14,1,8,20
1175,-1,7,13,6,7,10,18,8,7
1176,-1,4,20,19,14,1,17,19,8
1177,-1,9,14,19,13,10,17,4,4
1178,-1,18,20,20,3,13,16,9,3
1179,-1,8,13,16,8,12,12,4,17
1180,-1,10,12,19,1,16,14,8,20
1181,-1,10,18,3,5,15,4,10,12
1182,-1,17,19,8,13,4,19,4,5
1183,-1,8,9,9,9,3,16,17,9
1184,-1,13,18,5,1,8,9,9,9
1185,-1,18,14,10,6,8,13,7,13
1186,-1,9,10,6,9,1,6,20,18
1187,-1,6,6,12,4,14,18,3,9
1188,-1,9,10,10,15,6,17,9,1
1189,-1,3,5,15,9,20,17,1,5
1190,-1,13,8,16,13,8,4,17,18
1191,-1,9,14,6,14,6,14,19,17
1192,-1,9,9,14,12,13,3,8,18
1193,-1,18,12,14,8,8,4,14,10
1194,-1,1,4,12,15,4,8,10,9
1195,-1,6,11,3,6,13,9,18,9
1196,-1,3,7,3,7,13,5,7,6
1197,-1,12,15,4,8,10,9,4,13
1198,-1,18,16,1,6,8,15,9,8
1199,-1,17,12,9,6,15,14,9,18
1200,-1,1,16,14,8,20,13,6,8
1201,-1,3,9,16,4,16,4,10,18
1202,-1,18,5,1,8,9,9,9,3
1203,-1,10,8,9,9,4,9,18,20
1204,-1,6,9,17,13,9,5,9,10
1205,-1,6,9,8,16,9,8,6,13
1206,-1,14,9,14,6,14,6,14,19
1207,-1,18,3,9,10,18,16,1,6
1208,-1,8,6,13,4,12,13,20,12
1209,-1,18,12,17,13,13,10,18,9
1210,-1,6,16,3,10,4,8,6,14
1211,-1,18,8,7,13,8,16,13,8
1212,-1,16,13,8,4,17,18,13,18
1213,-1,10,13,4,9,3,16,19,17
1214,-1,9,3,16,17,9,19,15,9
1215,-1,5,9,12,10,9,17,6,9
1216,-1,4,8,14,9,14,6,14,6
1217,-1,10,9,17,6,9,20,1,15
1218,-1,18,14,13,8,18,10,13,4
1219,-1,17,12,17,17,12,14,9,17
1220,-1,4,10,12,9,15,17,14,3
1221,-1,3,16,19,17,18,12,3,8
1222,-1,18,8,19,6,9,17,13,9
1223,-1,10,17,4,4,1,4,10,4
1224,-1,17,20,14,8,20,14,4,13
1225,-1,14,10,17,4,1,18,14,9
1226,-1,3,6,13,9,18,9,14,19
1227,-1,16,17,9,19,15,9,10,18
1228,-1,6,9,10,12,19,1,16,14
1229,-1,17,6,9,20,1,15,11,15
1230,-1,1,10,6,8,8,14,1,14
1231,-1,1,10,17,4,18,8,13,10
1232,-1,4,1,18,14,9,8,17,17
1233,-1,10,10,15,6,17,9,1,10
1234,-1,1,18,14,9,8,17,17,4
1235,-1,12,3,8,14,9,10,18,6
1236,-1,19,6,10,17,17,13,3,9
1237,-1,4,11,4,9,4,6,9,8
1238,-1,8,12,12,4,17,13,6,8
1239,-1,12,17,13,13,10,18,9,10
1240,-1,13,9,18,9,14,19,13,10
1241,-1,8,10,9,4,13,18,7,6
1242,-1,12,17,17,12,14,9,17,4
1243,-1,8,13,7,13,1,6,10,9
1244,-1,13,5,9,9,14,12,13,3
1245,-1,18,6,16,3,10,4,8,6
1246,-1,5,14,16,16,11,17,9,8
1247,-1,6,18,20,20,3,13,16,9
1248,-1,7,13,1,6,10,9,9,9
1249,-1,18,6,9,10,12,19,1,16
1250,-1,6,8,15,20,14,20,12,18
1251,-1,1,5,17,8,13,16,8,12
1252,-1,14,10,2,9,10,10,15,6
1253,-1,3,4,3,5,15,9,20,17
1254,-1,13,4,9,3,16,19,17,18
1255,-1,13,3,9,16,4,16,4,10
1256,-1,13,6,7,10,18,8,7,13
1257,-1,17,9,19,15,9,10,18,3
1258,-1,6,9,1,6,20,18,17,12
1259,-1,10,20,18,6,16,3,10,4
1260,-1,8,20,14,4,13,5,9,12
1261,-1,5,1,8,9,9,9,3,16
1262,-1,15,4,10,12,9,15,17,14
1263,-1,4,16,8,18,8,19,6,9
1264,-1,20,14,20,12,18,10,13,14
1265,-1,1,12,15,4,17,9,10,6
1266,-1,13,8,4,17,18,13,18,9
1267,-1,16,19,17,18,12,3,8,14
1268,-1,10,10,15,19,6,10,17,17
1269,-1,4,8,10,9,4,13,18,7
1270,-1,10,15,14,7,10,10,15,19
1271,-1,4,9,8,9,1,10,18,4
1272,-1,18,7,6,18,20,20,3,13
1273,-1,8,14,9,14,6,14,6,14
1274,-1,13,1,7,9,6,8,6,6
1275,-1,4,9,3,16,19,17,18,12
1276,-1,18,13,10,3,4,3,5,15
1277,-1,17,13,3,9,9,7,14,9
1278,-1,13,4,12,13,20,12,17,13
1279,-1,15,6,17,9,1,10,17,4
1280,-1,4,13,18,7,6,18,20,20
1281,-1,10,18,8,7,13,8,16,13
1282,-1,10,9,9,9,9,16,18,17
1283,-1,14,20,12,18,10,13,14,6
1284,-1,9,4,13,13,5,10,19,11
1285,-1,17,4,20,19,14,1,17,19
1286,-1,9,14,10,17,4,1,18,14
1287,-1,15,9,20,17,1,5,17,8
1288,-1,5,18,12,17,13,13,10,18
1289,-1,14,7,10,10,15,19,6,10
1290,-1,12,4,14,18,3,9,10,18
1291,-1,9,17,13,9,5,9,10,13
1292,-1,4,13,13,5,10,19,11,6
1293,-1,7,17,12,3,18,9,14,10
1294,-1,20,14,20,11,3,3,10,20
1295,-1,7,14,9,4,13,13,5,10
1296,-1,14,9,10,18,6,9,10,12
1297,-1,10,9,4,13,18,7,6,18
1298,-1,13,8,14,9,4,17,19,4
1299,-1,9,7,14,9,4,13,13,5
1300,-1,3,9,19,17,18,14,13,8
1301,-1,13,9,5,9,10,13,8,14
1302,-1,19,14,1,17,19,8,13,4
1303,-1,9,9,7,14,9,4,13,13
1304,-1,13,6,8,9,18,15,14,10
1305,-1,9,20,17,1,5,17,8,13
1306,-1,16,4,16,4,10,18,12,14
1307,-1,9,9,9,16,18,17,18,10
1308,-1,18,17,18,10,3,18,6,3
1309,-1,8,18,8,20,14,20,11,3
1310,-1,18,9,14,10,17,4,1,18
1311,-1,9,17,6,9,20,1,15,11
1312,-1,14,1,17,19,8,13,4,19
1313,-1,17,17,12,14,9,17,4,10
1314,-1,17,4,11,4,9,4,6,9
1315,-1,9,8,10,4,13,5,9,9
1316,-1,10,4,13,5,9,9,14,12
1317,-1,9,12,10,9,17,6,9,20
1318,-1,14,9,17,4,10,14,1,8
1319,-1,4,14,18,3,9,10,18,16
1320,-1,4,14,10,8,9,9,4,9
1321,-1,10,4,9,4,13,8,18,6
1322,-1,10,13,14,6,19,9,6,16
1323,-1,6,13,4,12,13,20,12,17
1324,-1,19,6,9,17,13,9,5,9
1325,-1,17,9,8,10,4,13,5,9
1326,-1,13,3,9,9,7,14,9,4
1327,-1,13,13,10,18,9,10,19,20
1328,-1,8,20,13,6,8,9,18,15
1329,-1,15,11,15,6,1,7,17,12
